Probe_ID,Healthy_Mean,Cancer_Mean,Log2FC,Gene
11745506_s_at,8.052567567567568,8.340405102040815,0.045158082424718415,
11745507_a_at,4.364075675675676,4.48558469387755,0.03231581111188353,
11745508_x_at,6.503156081081082,6.567104081632653,0.012243719219648952,
11745509_a_at,7.365833783783783,5.0865387755102045,-0.45888728843292226,
11745510_s_at,2.28634527027027,2.2972591836734693,0.004783234860796792,
11745511_a_at,2.704008783783784,3.7182969387755103,0.349178695385274,
11745512_a_at,2.1773304054054057,2.1027244897959183,-0.03427952466722006,
11745513_a_at,2.6874993243243246,2.719578571428572,0.012496388109591416,
11745514_x_at,5.571705405405405,5.375271428571428,-0.043781042667656145,
11745515_a_at,6.096145270270271,4.668648979591836,-0.3240306086334783,
11745516_a_at,2.2433885135135134,2.4132785714285716,0.07365631415416374,
11745517_s_at,9.809142567567568,8.986810204081634,-0.11415622755537624,
11745518_a_at,2.259429054054054,2.159574489795918,-0.04488899430836013,
11745519_a_at,6.006925675675676,5.641461224489795,-0.07728090147952305,
11745520_s_at,6.904081081081081,6.5934081632653045,-0.05785018789802754,
11745521_x_at,4.981325000000001,4.5773316326530615,-0.10089005236133453,
11745522_a_at,7.296561486486487,7.352825510204082,0.009750765840141007,
11745523_a_at,2.390569594594594,2.3180255102040817,-0.03120267920355091,
11745524_a_at,3.5767351351351353,3.6177,0.012855645307663366,
11745525_x_at,2.055868243243243,2.186968367346939,0.06060235803399738,
11745526_a_at,2.1109858108108104,2.0799744897959185,-0.01445341306288328,
11745527_a_at,2.062026351351351,2.234384693877551,0.07900458293930024,
11745528_a_at,2.337160810810811,2.2908020408163265,-0.020181965337071173,
11745529_a_at,3.195308783783784,3.0617091836734693,-0.04669005294723805,
11745530_at,3.8623716216216213,3.169416326530613,-0.22181472395466306,
11745531_a_at,4.7435331081081085,3.751079591836734,-0.273683101715708,
11745532_a_at,4.587505405405406,4.176927551020408,-0.11010819355918677,
11745533_x_at,5.951068243243244,6.265315306122449,0.06379070159473521,
11745534_a_at,2.2426486486486485,2.2803551020408164,0.016679284978351472,
11745535_a_at,2.235656756756757,2.164742857142857,-0.03197029064148671,
11745536_a_at,2.3818871621621627,2.2969346938775512,-0.036703214335217504,
11745537_a_at,4.9885668918918915,5.657041836734694,0.1526704382397872,
11745538_a_at,2.1954655405405403,2.5094061224489796,0.13520078217589915,
11745539_a_at,2.4317493243243242,2.203517346938775,-0.09928737086758987,
11745540_x_at,2.447608108108108,2.3017642857142855,-0.06235866230235909,
11745541_a_at,8.912467567567566,9.091262244897958,0.02579049668179234,
11745542_a_at,3.3124729729729734,3.292639795918368,-0.006650296775052578,
11745543_x_at,3.02545,5.654510204081632,0.7251824131845783,
11745544_a_at,2.4232013513513517,2.4559397959183675,0.013731931704432654,
11745545_a_at,3.5178824324324327,3.2214816326530618,-0.09789729131097324,
11745546_a_at,2.3363027027027026,2.244832653061225,-0.04010611491905558,
11745547_a_at,2.4633804054054056,2.4311081632653058,-0.013506250182235613,
11745548_a_at,3.342499324324324,3.2883244897959187,-0.018111548394812882,
11745549_a_at,2.834977027027027,2.8620408163265307,0.010145476160396294,
11745550_s_at,2.4086682432432434,2.4482867346938777,0.01667155096688777,
11745551_a_at,9.421018243243243,9.50694081632653,0.011846426710053315,
11745552_a_at,6.707533783783783,5.619447959183674,-0.21955840209902178,
11745553_s_at,4.502643918918919,4.406816326530612,-0.025345625726438836,
11745554_a_at,2.4733236486486487,2.6663295918367345,0.07801963647235288,
11745555_a_at,6.023126351351352,6.0787173469387765,0.011374579213625502,
11745556_x_at,4.944169594594594,5.038510204081633,0.022717379421250072,
11745557_x_at,2.379531756756757,2.409188775510204,0.012605116344151623,
11745558_a_at,2.625177027027027,2.6110785714285716,-0.005621636061730273,
11745559_a_at,2.1246675675675673,2.110948979591837,-0.006347975576350473,
11745560_a_at,3.7484466216216212,3.5154,-0.07260184045203122,
11745561_s_at,2.2382371621621626,2.29380306122449,0.024545648227625394,
11745562_x_at,2.6745736486486487,2.6746765306122446,4.039250129350691e-05,
11745563_s_at,3.592160135135135,3.298879591836734,-0.09521224955425778,
11745564_x_at,5.274785810810811,4.952218367346939,-0.07613875849165819,
11745565_a_at,2.1983324324324327,2.1637673469387755,-0.015676386667988984,
11745566_a_at,5.9103236486486495,6.224422448979593,0.06412897547482554,
11745567_a_at,6.690852027027027,6.804389795918367,0.02114240094042641,
11745568_a_at,3.4758668918918914,3.340230612244898,-0.04439543220363085,
11745569_s_at,3.9061554054054053,4.146774489795919,0.06907563819921236,
11745570_x_at,2.3070912162162163,2.2530091836734694,-0.023787943200950457,
11745571_a_at,3.3003587837837842,4.443874489795919,0.3401767749359075,
11745572_s_at,5.022471621621622,5.790685714285715,0.17320157284266502,
11745573_s_at,2.7938425675675673,2.6823571428571427,-0.0430302557691038,
11745574_s_at,2.5885148648648646,2.710333673469388,0.04816203861287338,
11745575_a_at,3.316069594594595,3.182595918367347,-0.04531950220598535,
11745576_at,2.272836486486487,2.2728326530612244,-1.6898084818084413e-06,
11745577_at,1.9973256756756756,2.0132653061224492,0.007651853129613029,
11745578_a_at,2.7424250000000003,2.725086734693878,-0.00669938667990877,
11745579_at,2.961780405405405,2.7073142857142853,-0.09577449227561963,
11745580_x_at,3.5866175675675676,3.6488714285714288,0.01944990609891928,
11745581_a_at,2.076523648648649,1.9888142857142856,-0.04172782643814821,
11745582_a_at,2.143222972972973,2.121857142857143,-0.009840096560992384,
